PdfType: central
Format: lhagrid1
---
1.000000e-09 1.450829e-09 2.104904e-09 3.053856e-09 4.430621e-09 6.428073e-09 9.326033e-09 1.353048e-08 1.963041e-08 2.848036e-08 4.132012e-08 5.994843e-08 8.697490e-08 1.261857e-07 1.830738e-07 2.656088e-07 3.853529e-07 5.590810e-07 8.111308e-07 1.176812e-06 1.707353e-06 2.477076e-06 3.593814e-06 5.214008e-06 7.564633e-06 1.097499e-05 1.592283e-05 2.310130e-05 3.351603e-05 4.862602e-05 7.054802e-05 1.023531e-04 1.484968e-04 2.154435e-04 3.125716e-04 4.534879e-04 6.579332e-04 9.545485e-04 1.384886e-03 2.009233e-03 2.915053e-03 4.229243e-03 6.135907e-03 8.902151e-03 1.291550e-02 1.873817e-02 2.718588e-02 3.944206e-02 5.722368e-02 8.302176e-02 1.000000e-01 1.183673e-01 1.367347e-01 1.551020e-01 1.734694e-01 1.918367e-01 2.102041e-01 2.285714e-01 2.469388e-01 2.653061e-01 2.836735e-01 3.020408e-01 3.204082e-01 3.387755e-01 3.571429e-01 3.755102e-01 3.938776e-01 4.122449e-01 4.306122e-01 4.489796e-01 4.673469e-01 4.857143e-01 5.040816e-01 5.224490e-01 5.408163e-01 5.591837e-01 5.775510e-01 5.959184e-01 6.142857e-01 6.326531e-01 6.510204e-01 6.693878e-01 6.877551e-01 7.061224e-01 7.244898e-01 7.428571e-01 7.612245e-01 7.795918e-01 7.979592e-01 8.163265e-01 8.346939e-01 8.530612e-01 8.714286e-01 8.897959e-01 9.081633e-01 9.265306e-01 9.448980e-01 9.632653e-01 9.816327e-01 1.000000e+00
1.000000e+00 1.206793e+00 1.456348e+00 1.757511e+00 2.120951e+00 2.559548e+00 3.088844e+00 3.727594e+00 4.498433e+00 5.428675e+00 6.551286e+00 7.906043e+00 9.540955e+00 1.151395e+01 1.389495e+01 1.676833e+01 2.023590e+01 2.442053e+01 2.947052e+01 3.556480e+01 4.291934e+01 5.179475e+01 6.250552e+01 7.543120e+01 9.102982e+01 1.098541e+02 1.325711e+02 1.599859e+02 1.930698e+02 2.329952e+02 2.811769e+02 3.393222e+02 4.094915e+02 4.941713e+02 5.963623e+02 7.196857e+02 8.685114e+02 1.048113e+03 1.264855e+03 1.526418e+03 1.842070e+03 2.222996e+03 2.682696e+03 3.237458e+03 3.906940e+03 4.714866e+03 5.689866e+03 6.866488e+03 8.286428e+03 1.000000e+04
-6 -5 -4 -3 -2 -1 1 2 3 4 5 6 21 22
0.00000000e+00 1.63476563e-10 3.55473738e-11 2.80014503e+00 2.93256676e+01 2.93156932e+01 2.93156709e+01 2.93257473e+01 2.80014460e+00 5.17579696e-11 4.54104205e-11 0.00000000e+00 2.12759054e+02 3.02426228e-01
0.00000000e+00 1.68847656e-10 6.34765478e-11 2.84684224e+00 2.80007816e+01 2.79964232e+01 2.79964006e+01 2.80008694e+01 2.84684173e+00 3.01759053e-11 1.00000000e-10 0.00000000e+00 2.18051787e+02 3.04121639e-01
0.00000000e+00 1.00000000e-10 1.57020120e-01 3.23318509e+00 2.70985596e+01 2.70993311e+01 2.70993104e+01 2.70986574e+01 3.23318430e+00 1.57020120e-01 5.81054687e-11 0.00000000e+00 2.31493129e+02 3.09957815e-01
0.00000000e+00 3.01759655e-11 1.16557314e+00 4.17944825e+00 2.68988541e+01 2.69042912e+01 2.69042722e+01 2.68989616e+01 4.17944761e+00 1.16557314e+00 3.55470593e-11 0.00000000e+00 2.53611461e+02 3.36190357e-01
0.00000000e+00 1.63476563e-10 2.20349612e+00 5.16987294e+00 2.69814745e+01 2.69911666e+01 2.69911352e+01 2.69815737e+01 5.16987230e+00 2.20349612e+00 5.81056975e-11 0.00000000e+00 2.82321413e+02 3.62457439e-01
0.00000000e+00 1.47265625e-10 3.29769765e+00 6.22529242e+00 2.72270027e+01 2.72407454e+01 2.72407192e+01 2.72271163e+01 6.22529185e+00 3.29769765e+00 3.65237989e-11 0.00000000e+00 3.18029878e+02 3.88760419e-01
0.00000000e+00 9.90234375e-11 4.47068948e+00 7.36151634e+00 2.76251591e+01 2.76427046e+01 2.76426792e+01 2.76252814e+01 7.36151566e+00 4.47068948e+00 1.05371059e-10 0.00000000e+00 3.60624577e+02 4.15099445e-01
0.00000000e+00 1.57128906e-10 5.73608078e+00 8.59309694e+00 2.81735127e+01 2.81946506e+01 2.81946465e+01 2.81736631e+01 8.59309616e+00 5.73608078e+00 2.40917969e-10 0.00000000e+00 4.09954976e+02 4.41474701e-01
0.00000000e+00 2.15234375e-10 7.10507821e+00 9.93086155e+00 2.88815931e+01 2.89061474e+01 2.89061506e+01 2.88817580e+01 9.93086063e+00 7.10507821e+00 1.93652414e-10 0.00000000e+00 4.65901826e+02 4.67886377e-01
0.00000000e+00 1.14821897e+00 8.58593802e+00 1.13827064e+01 2.97647492e+01 2.97924520e+01 2.97924782e+01 2.97649469e+01 1.13827061e+01 8.58593802e+00 1.14821897e+00 0.00000000e+00 5.26668025e+02 4.94318640e-01
0.00000000e+00 2.85882558e+00 1.01852793e+01 1.29548874e+01 3.08206786e+01 3.08514389e+01 3.08514680e+01 3.08208863e+01 1.29548868e+01 1.01852793e+01 2.85882558e+00 0.00000000e+00 5.93185695e+02 5.20785951e-01
0.00000000e+00 4.68593801e+00 1.19087729e+01 1.46528603e+01 3.20348105e+01 3.20684839e+01 3.20685160e+01 3.20350297e+01 1.46528593e+01 1.19087729e+01 4.68593801e+00 0.00000000e+00 6.65977543e+02 5.47295226e-01
0.00000000e+00 6.63458419e+00 1.37605727e+01 1.64806070e+01 3.34218673e+01 3.34581391e+01 3.34581769e+01 3.34220959e+01 1.64806060e+01 1.37605727e+01 6.63458419e+00 0.00000000e+00 7.44862720e+02 5.73845688e-01
0.00000000e+00 8.70838768e+00 1.57435619e+01 1.84408670e+01 3.49783331e+01 3.50173290e+01 3.50173695e+01 3.49785715e+01 1.84408659e+01 1.57435619e+01 8.70838768e+00 0.00000000e+00 8.29650225e+02 6.00437593e-01
0.00000000e+00 1.09098194e+01 1.78595844e+01 2.05353552e+01 3.66940300e+01 3.67356348e+01 3.67356771e+01 3.66942787e+01 2.05353541e+01 1.78595844e+01 1.09098194e+01 0.00000000e+00 9.20142898e+02 6.27071112e-01
0.00000000e+00 1.32404017e+01 2.01096211e+01 2.27649451e+01 3.85692311e+01 3.86132258e+01 3.86132708e+01 3.85694895e+01 2.27649441e+01 2.01096211e+01 1.32404017e+01 0.00000000e+00 1.01614043e+03 6.53746504e-01
0.00000000e+00 1.57008767e+01 2.24939487e+01 2.51298168e+01 4.06067012e+01 4.06532374e+01 4.06532853e+01 4.06069688e+01 2.51298158e+01 2.24939487e+01 1.57008767e+01 0.00000000e+00 1.11744191e+03 6.80463965e-01
0.00000000e+00 1.82913455e+01 2.50122624e+01 2.76295824e+01 4.27925139e+01 4.28414973e+01 4.28415490e+01 4.27927899e+01 2.76295821e+01 2.50122624e+01 1.82913455e+01 0.00000000e+00 1.22384742e+03 7.07223724e-01
0.00000000e+00 2.10113808e+01 2.76637805e+01 3.02633874e+01 4.51259292e+01 4.51772940e+01 4.51773477e+01 4.51262146e+01 3.02633864e+01 2.76637805e+01 2.10113808e+01 0.00000000e+00 1.33515994e+03 7.34026025e-01
0.00000000e+00 2.38601236e+01 3.04473330e+01 3.30299959e+01 4.76044496e+01 4.76581323e+01 4.76581893e+01 4.76047409e+01 3.30299949e+01 3.04473330e+01 2.38601236e+01 0.00000000e+00 1.45118577e+03 7.60871075e-01
0.00000000e+00 2.68363604e+01 3.33614323e+01 3.59278631e+01 5.02243532e+01 5.02803597e+01 5.02804199e+01 5.02246532e+01 3.59278620e+01 3.33614323e+01 2.68363604e+01 0.00000000e+00 1.57173603e+03 7.87759114e-01
0.00000000e+00 2.99385932e+01 3.64043365e+01 3.89551932e+01 5.29833336e+01 5.30415487e+01 5.30416124e+01 5.29836420e+01 3.89551922e+01 3.64043365e+01 2.99385932e+01 0.00000000e+00 1.69662653e+03 8.14690379e-01
0.00000000e+00 3.31650892e+01 3.95740971e+01 4.21099937e+01 5.58812276e+01 5.59409418e+01 5.59410093e+01 5.58815445e+01 4.21099927e+01 3.95740971e+01 3.31650892e+01 0.00000000e+00 1.82567876e+03 8.41665093e-01
0.00000000e+00 3.65139319e+01 4.28686035e+01 4.53901112e+01 5.89267271e+01 5.89885247e+01 5.89885956e+01 5.89270520e+01 4.53901101e+01 4.28686035e+01 3.65139319e+01 0.00000000e+00 1.95871989e+03 8.68683489e-01
0.00000000e+00 3.99830588e+01 4.62856190e+01 4.87932714e+01 6.21084759e+01 6.21709452e+01 6.21710201e+01 6.21088092e+01 4.87932704e+01 4.62856190e+01 3.99830588e+01 0.00000000e+00 2.09558288e+03 8.95745818e-01
0.00000000e+00 4.35702919e+01 4.98228104e+01 5.23171069e+01 6.54456350e+01 6.55100457e+01 6.55101241e+01 6.54459759e+01 5.23171055e+01 4.98228104e+01 4.35702919e+01 0.00000000e+00 2.23610657e+03 9.22852315e-01
0.00000000e+00 4.72733698e+01 5.34777741e+01 5.59591824e+01 6.89059575e+01 6.89724080e+01 6.89724885e+01 6.89063061e+01 5.59591814e+01 5.34777741e+01 4.72733698e+01 0.00000000e+00 2.38013582e+03 9.50003177e-01
0.00000000e+00 5.10899637e+01 5.72480561e+01 5.97170157e+01 7.24887955e+01 7.25571137e+01 7.25571975e+01 7.24891525e+01 5.97170147e+01 5.72480561e+01 5.10899637e+01 0.00000000e+00 2.52752127e+03 9.77198718e-01
2.23926654e+00 5.50177775e+01 6.11312370e+01 6.35882292e+01 7.61917231e+01 7.62618713e+01 7.62619590e+01 7.61920868e+01 6.35882282e+01 6.11312370e+01 5.50177775e+01 2.23926654e+00 2.67495620e+03 1.00433267e+00
6.59736184e+00 5.90542665e+01 6.51245959e+01 6.75700526e+01 8.00112724e+01 8.00832164e+01 8.00833061e+01 8.00116446e+01 6.75700516e+01 6.51245959e+01 5.90542665e+01 6.59736184e+00 2.82270438e+03 1.03142827e+00
1.10526731e+01 6.31975364e+01 6.92261335e+01 7.16604006e+01 8.39449689e+01 8.40186744e+01 8.40187673e+01 8.39453489e+01 7.16603996e+01 6.92261335e+01 6.31975364e+01 1.10526731e+01 2.97356898e+03 1.05858726e+00
1.56039790e+01 6.74458687e+01 7.34340528e+01 7.58574614e+01 8.79906807e+01 8.80661149e+01 8.80662114e+01 8.79910681e+01 7.58574601e+01 7.34340528e+01 6.74458687e+01 1.56039790e+01 3.12743199e+03 1.08581023e+00
2.02499692e+01 7.17974946e+01 7.77465137e+01 8.01593773e+01 9.21462598e+01 9.22233916e+01 9.22234918e+01 9.21466537e+01 8.01593764e+01 7.77465137e+01 7.17974946e+01 2.02499692e+01 3.28417953e+03 1.11309756e+00
