PdfType: central
Format: lhagrid1
---
 1.000000e-09 1.529732e-09 2.340080e-09 3.579696e-09 5.475976e-09 8.376776e-09 1.281422e-08 1.960233e-08 2.998631e-08 4.587103e-08 7.017038e-08 1.073419e-07 1.642043e-07 2.511886e-07 3.842513e-07 5.878016e-07 8.991790e-07 1.375503e-06 2.104151e-06 3.218788e-06 4.923883e-06 7.532221e-06 1.152228e-05 1.762600e-05 2.696306e-05 4.124626e-05 6.309573e-05 9.651957e-05 1.476491e-04 2.258636e-04 3.455107e-04 5.285389e-04 8.085229e-04 1.236823e-03 1.892008e-03 2.894266e-03 4.427452e-03 6.772815e-03 1.036059e-02 1.281422e-02 1.584893e-02 1.960233e-02 2.424462e-02 2.998631e-02 3.708777e-02 4.587103e-02 5.673436e-02 7.017038e-02 8.678837e-02 1.073419e-01 1.327630e-01 1.642043e-01 2.030918e-01 2.511886e-01 2.793533e-01 3.106760e-01 3.455107e-01 3.842513e-01 4.273358e-01 4.752510e-01 5.285389e-01 5.878016e-01 6.537092e-01 7.270068e-01 8.085229e-01 8.991790e-01 9.609312e-01 9.737815e-01 9.868037e-01 1.000000e+00
 5.099020e-01 8.358192e-01 1.370055e+00 2.245762e+00 3.681199e+00 6.034135e+00 9.891011e+00 1.621311e+01 2.657615e+01 4.356299e+01 7.140742e+01 1.170493e+02 1.918645e+02 3.144998e+02 5.155206e+02 8.450291e+02 1.385152e+03 2.270508e+03 3.721763e+03 6.100625e+03 1.000000e+04
 -5 -4 -3 -2 -1 1 2 3 4 5 21
 0.000e+00 0.000e+00 0.000e+00 1.737e-02 1.737e-02 1.737e-02 1.737e-02 2.294e-06 0.000e+00 0.000e+00 8.513e-13
 0.000e+00 0.000e+00 7.562e-02 9.354e-02 9.354e-02 9.354e-02 9.354e-02 7.562e-02 0.000e+00 0.000e+00 1.149e+01
 0.000e+00 0.000e+00 4.887e-01 5.071e-01 5.071e-01 5.071e-01 5.071e-01 4.887e-01 0.000e+00 0.000e+00 5.473e+01
 0.000e+00 1.071e+00 1.552e+00 1.571e+00 1.571e+00 1.571e+00 1.571e+00 1.552e+00 1.071e+00 0.000e+00 1.464e+02
 0.000e+00 3.094e+00 3.569e+00 3.588e+00 3.588e+00 3.588e+00 3.588e+00 3.569e+00 3.094e+00 0.000e+00 3.011e+02
 3.291e+00 6.339e+00 6.809e+00 6.829e+00 6.829e+00 6.829e+00 6.829e+00 6.809e+00 6.339e+00 3.291e+00 5.258e+02
 8.042e+00 1.105e+01 1.151e+01 1.153e+01 1.153e+01 1.153e+01 1.153e+01 1.151e+01 1.105e+01 8.042e+00 8.320e+02
 1.446e+01 1.743e+01 1.789e+01 1.791e+01 1.791e+01 1.791e+01 1.791e+01 1.789e+01 1.743e+01 1.446e+01 1.225e+03
 2.271e+01 2.565e+01 2.611e+01 2.613e+01 2.613e+01 2.613e+01 2.613e+01 2.611e+01 2.565e+01 2.271e+01 1.710e+03
 3.294e+01 3.585e+01 3.630e+01 3.632e+01 3.632e+01 3.632e+01 3.632e+01 3.630e+01 3.585e+01 3.294e+01 2.288e+03
 4.524e+01 4.812e+01 4.857e+01 4.859e+01 4.859e+01 4.859e+01 4.859e+01 4.857e+01 4.812e+01 4.524e+01 2.960e+03
 5.970e+01 6.256e+01 6.301e+01 6.303e+01 6.303e+01 6.303e+01 6.303e+01 6.301e+01 6.256e+01 5.970e+01 3.728e+03
 7.638e+01 7.921e+01 7.966e+01 7.968e+01 7.968e+01 7.968e+01 7.968e+01 7.966e+01 7.921e+01 7.638e+01 4.589e+03
 9.532e+01 9.813e+01 9.857e+01 9.860e+01 9.860e+01 9.860e+01 9.860e+01 9.857e+01 9.813e+01 9.532e+01 5.545e+03
 1.166e+02 1.193e+02 1.198e+02 1.198e+02 1.198e+02 1.198e+02 1.198e+02 1.198e+02 1.193e+02 1.166e+02 6.592e+03
