PdfType: central
Format: lhagrid1
---
 1.000000e-09 1.529732e-09 2.340080e-09 3.579696e-09 5.475976e-09 8.376776e-09 1.281422e-08 1.960233e-08 2.998631e-08 4.587103e-08 7.017038e-08 1.073419e-07 1.642043e-07 2.511886e-07 3.842513e-07 5.878016e-07 8.991790e-07 1.375503e-06 2.104151e-06 3.218788e-06 4.923883e-06 7.532221e-06 1.152228e-05 1.762600e-05 2.696306e-05 4.124626e-05 6.309573e-05 9.651957e-05 1.476491e-04 2.258636e-04 3.455107e-04 5.285389e-04 8.085229e-04 1.236823e-03 1.892008e-03 2.894266e-03 4.427452e-03 6.772815e-03 1.036059e-02 1.281422e-02 1.584893e-02 1.960233e-02 2.424462e-02 2.998631e-02 3.708777e-02 4.587103e-02 5.673436e-02 7.017038e-02 8.678837e-02 1.073419e-01 1.327630e-01 1.642043e-01 2.030918e-01 2.511886e-01 2.793533e-01 3.106760e-01 3.455107e-01 3.842513e-01 4.273358e-01 4.752510e-01 5.285389e-01 5.878016e-01 6.537092e-01 7.270068e-01 8.085229e-01 8.991790e-01 9.609312e-01 9.737815e-01 9.868037e-01 1.000000e+00
 5.099020e-01 8.358192e-01 1.370055e+00 2.245762e+00 3.681199e+00 6.034135e+00 9.891011e+00 1.621311e+01 2.657615e+01 4.356299e+01 7.140742e+01 1.170493e+02 1.918645e+02 3.144998e+02 5.155206e+02 8.450291e+02 1.385152e+03 2.270508e+03 3.721763e+03 6.100625e+03 1.000000e+04
 -5 -4 -3 -2 -1 1 2 3 4 5 21
 0.000e+00 0.000e+00 0.000e+00 1.312e-01 1.312e-01 1.312e-01 1.312e-01 1.673e-08 0.000e+00 0.000e+00 3.973e-12
 0.000e+00 0.000e+00 9.855e-02 2.303e-01 2.303e-01 2.303e-01 2.303e-01 9.855e-02 5.364e-10 0.000e+00 1.482e+01
 0.000e+00 0.000e+00 6.128e-01 7.449e-01 7.449e-01 7.449e-01 7.449e-01 6.128e-01 1.578e-09 0.000e+00 6.762e+01
 0.000e+00 1.301e+00 1.905e+00 2.037e+00 2.037e+00 2.037e+00 2.037e+00 1.905e+00 1.301e+00 0.000e+00 1.772e+02
 0.000e+00 3.724e+00 4.320e+00 4.452e+00 4.452e+00 4.452e+00 4.452e+00 4.320e+00 3.724e+00 0.000e+00 3.599e+02
 3.905e+00 7.572e+00 8.161e+00 8.294e+00 8.294e+00 8.294e+00 8.294e+00 8.161e+00 7.572e+00 3.905e+00 6.232e+02
 9.499e+00 1.312e+01 1.370e+01 1.383e+01 1.383e+01 1.383e+01 1.383e+01 1.370e+01 1.312e+01 9.499e+00 9.795e+02
 1.701e+01 2.059e+01 2.116e+01 2.130e+01 2.130e+01 2.130e+01 2.130e+01 2.116e+01 2.059e+01 1.701e+01 1.435e+03
 2.663e+01 3.017e+01 3.074e+01 3.087e+01 3.087e+01 3.087e+01 3.087e+01 3.074e+01 3.017e+01 2.663e+01 1.994e+03
 3.851e+01 4.200e+01 4.257e+01 4.270e+01 4.270e+01 4.270e+01 4.270e+01 4.257e+01 4.200e+01 3.851e+01 2.659e+03
 5.274e+01 5.621e+01 5.677e+01 5.690e+01 5.690e+01 5.690e+01 5.690e+01 5.677e+01 5.621e+01 5.274e+01 3.430e+03
 6.943e+01 7.286e+01 7.342e+01 7.356e+01 7.356e+01 7.356e+01 7.356e+01 7.342e+01 7.286e+01 6.943e+01 4.307e+03
 8.863e+01 9.203e+01 9.259e+01 9.272e+01 9.272e+01 9.272e+01 9.272e+01 9.259e+01 9.203e+01 8.863e+01 5.291e+03
 1.104e+02 1.138e+02 1.143e+02 1.144e+02 1.144e+02 1.144e+02 1.144e+02 1.143e+02 1.138e+02 1.104e+02 6.378e+03
 1.347e+02 1.381e+02 1.386e+02 1.387e+02 1.387e+02 1.387e+02 1.387e+02 1.386e+02 1.381e+02 1.347e+02 7.568e+03
 1.616e+02 1.650e+02 1.655e+02 1.656e+02 1.656e+02 1.656e+02 1.656e+02 1.655e+02 1.650e+02 1.616e+02 8.859e+03
 1.911e+02 1.944e+02 1.950e+02 1.951e+02 1.951e+02 1.951e+02 1.951e+02 1.950e+02 1.944e+02 1.911e+02 1.025e+04
 2.232e+02 2.265e+02 2.271e+02 2.272e+02 2.272e+02 2.272e+02 2.272e+02 2.271e+02 2.265e+02 2.232e+02 1.173e+04
 2.579e+02 2.612e+02 2.617e+02 2.618e+02 2.618e+02 2.618e+02 2.618e+02 2.617e+02 2.612e+02 2.579e+02 1.331e+04
 2.951e+02 2.983e+02 2.989e+02 2.990e+02 2.990e+02 2.990e+02 2.990e+02 2.989e+02 2.983e+02 2.951e+02 1.498e+04
 3.348e+02 3.381e+02 3.386e+02 3.387e+02 3.387e+02 3.387e+02 3.387e+02 3.386e+02 3.381e+02 3.348e+02 1.674e+04
 0.000e+00 0.000e+00 1.383e-17 1.324e-01 1.324e-01 1.324e-01 1.324e-01 2.487e-08 0.000e+00 0.000e+00 7.175e-12
 0.000e+00 0.000e+00 9.373e-02 2.267e-01 2.267e-01 2.267e-01 2.267e-01 9.373e-02 8.084e-10 0.000e+00 1.403e+01
 0.000e+00 0.000e+00 5.747e-01 7.080e-01 7.080e-01 7.080e-01 7.080e-01 5.747e-01 2.358e-09 0.000e+00 6.296e+01
 0.000e+00 1.201e+00 1.767e+00 1.900e+00 1.900e+00 1.900e+00 1.900e+00 1.767e+00 1.201e+00 0.000e+00 1.630e+02
 0.000e+00 3.413e+00 3.971e+00 4.105e+00 4.105e+00 4.105e+00 4.105e+00 3.971e+00 3.413e+00 0.000e+00 3.280e+02
 3.536e+00 6.897e+00 7.449e+00 7.583e+00 7.583e+00 7.583e+00 7.583e+00 7.449e+00 6.897e+00 3.536e+00 5.635e+02
