1 1 22 1
1 1 22 -1
1 1 23 1
1 1 23 -1
1 2 -24 1
1 2 -24 -1
1 4 -24 1
1 4 -24 -1
1 6 -24 1
1 6 -24 -1
1 1 25 1
1 1 25 -1
2 2 22 1
2 2 22 -1
2 2 23 1
2 2 23 -1
2 1 24 1
2 1 24 -1
2 3 24 1
2 3 24 -1
2 5 24 1
2 5 24 -1
2 2 25 1
2 2 25 -1
3 3 22 1
3 3 22 -1
3 3 23 1
3 3 23 -1
3 2 -24 1
3 2 -24 -1
3 4 -24 1
3 4 -24 -1
3 6 -24 1
3 6 -24 -1
3 3 25 1
3 3 25 -1
4 4 22 1
4 4 22 -1
4 4 23 1
4 4 23 -1
4 1 24 1
4 1 24 -1
4 3 24 1
4 3 24 -1
4 5 24 1
4 5 24 -1
4 4 25 1
4 4 25 -1
5 5 22 1
5 5 22 -1
5 5 23 1
5 5 23 -1
5 2 -24 1
5 2 -24 -1
5 4 -24 1
5 4 -24 -1
5 6 -24 1
5 6 -24 -1
5 5 25 1
5 5 25 -1
6 6 22 1
6 6 22 -1
6 6 23 1
6 6 23 -1
6 6 25 1
6 6 25 -1
11 11 22 1
11 11 22 -1
11 11 23 1
11 11 23 -1
11 12 -24 1
11 12 -24 -1
11 11 25 1
11 11 25 -1
12 12 23 1
12 12 23 -1
12 11 24 1
12 11 24 -1
13 13 22 1
13 13 22 -1
13 13 23 1
13 13 23 -1
13 14 -24 1
13 14 -24 -1
13 13 25 1
13 13 25 -1
14 14 23 1
14 14 23 -1
14 13 24 1
14 13 24 -1
15 15 22 1
15 15 22 -1
15 15 23 1
15 15 23 -1
15 16 -24 1
15 16 -24 -1
15 15 25 1
15 15 25 -1
16 16 23 1
16 16 23 -1
16 15 24 1
16 15 24 -1
-1 -1 22 1
-1 -1 22 -1
-1 -1 23 1
-1 -1 23 -1
-1 -2 24 1
-1 -2 24 -1
-1 -4 24 1
-1 -4 24 -1
-1 -6 24 1
-1 -6 24 -1
-1 -1 25 1
-1 -1 25 -1
-2 -2 22 1
-2 -2 22 -1
-2 -2 23 1
-2 -2 23 -1
-2 -1 -24 1
-2 -1 -24 -1
-2 -3 -24 1
-2 -3 -24 -1
-2 -5 -24 1
-2 -5 -24 -1
-2 -2 25 1
-2 -2 25 -1
-3 -3 22 1
-3 -3 22 -1
-3 -3 23 1
-3 -3 23 -1
-3 -2 24 1
-3 -2 24 -1
-3 -4 24 1
-3 -4 24 -1
-3 -6 24 1
-3 -6 24 -1
-3 -3 25 1
-3 -3 25 -1
-4 -4 22 1
-4 -4 22 -1
-4 -4 23 1
-4 -4 23 -1
-4 -1 -24 1
-4 -1 -24 -1
-4 -3 -24 1
-4 -3 -24 -1
-4 -5 -24 1
-4 -5 -24 -1
-4 -4 25 1
-4 -4 25 -1
-5 -5 22 1
-5 -5 22 -1
-5 -5 23 1
-5 -5 23 -1
-5 -2 24 1
-5 -2 24 -1
-5 -4 24 1
-5 -4 24 -1
-5 -6 24 1
-5 -6 24 -1
-5 -5 25 1
-5 -5 25 -1
-6 -6 22 1
-6 -6 22 -1
-6 -6 23 1
-6 -6 23 -1
-6 -6 25 1
-6 -6 25 -1
-11 -11 22 1
-11 -11 22 -1
-11 -11 23 1
-11 -11 23 -1
-11 -12 24 1
-11 -12 24 -1
-11 -11 25 1
-11 -11 25 -1
-12 -12 23 1
-12 -12 23 -1
-12 -11 -24 1
-12 -11 -24 -1
-13 -13 22 1
-13 -13 22 -1
-13 -13 23 1
-13 -13 23 -1
-13 -14 24 1
-13 -14 24 -1
-13 -13 25 1
-13 -13 25 -1
-14 -14 23 1
-14 -14 23 -1
-14 -13 -24 1
-14 -13 -24 -1
-15 -15 22 1
-15 -15 22 -1
-15 -15 23 1
-15 -15 23 -1
-15 -16 24 1
-15 -16 24 -1
-15 -15 25 1
-15 -15 25 -1
-16 -16 23 1
-16 -16 23 -1
-16 -15 -24 1
-16 -15 -24 -1
22 1 -1 1
22 1 -1 -1
22 2 -2 1
22 2 -2 -1
22 3 -3 1
22 3 -3 -1
22 4 -4 1
22 4 -4 -1
22 5 -5 1
22 5 -5 -1
22 6 -6 1
22 6 -6 -1
22 11 -11 1
22 11 -11 -1
22 13 -13 1
22 13 -13 -1
22 15 -15 1
22 15 -15 -1
22 24 -24 1
22 24 -24 -1
23 6 -6 1
23 6 -6 0
23 6 -6 -1
23 24 -24 1
23 24 -24 0
23 24 -24 -1
23 23 25 1
23 23 25 0
23 23 25 -1
24 6 -5 1
24 6 -5 0
24 6 -5 -1
24 24 22 1
24 24 22 0
24 24 22 -1
24 24 23 1
24 24 23 0
24 24 23 -1
24 24 25 1
24 24 25 0
24 24 25 -1
-24 5 -6 1
-24 5 -6 0
-24 5 -6 -1
-24 -24 22 1
-24 -24 22 0
-24 -24 22 -1
-24 -24 23 1
-24 -24 23 0
-24 -24 23 -1
-24 -24 25 1
-24 -24 25 0
-24 -24 25 -1
25 6 -6 0
25 23 23 0
25 24 -24 0
25 25 25 0
