1 1 22 1
1 1 22 -1
1 1 23 1
1 1 23 -1
1 2 24 1
1 2 24 -1
2 2 22 1
2 2 22 -1
2 2 23 1
2 2 23 -1
2 1 -24 1
2 1 -24 -1
3 3 22 1
3 3 22 -1
3 3 23 1
3 3 23 -1
3 4 24 1
3 4 24 -1
4 4 22 1
4 4 22 -1
4 4 23 1
4 4 23 -1
4 3 -24 1
4 3 -24 -1
5 5 22 1
5 5 22 -1
5 5 23 1
5 5 23 -1
11 11 22 1
11 11 22 -1
11 11 23 1
11 11 23 -1
11 12 24 1
11 12 24 -1
12 12 23 1
12 12 23 -1
12 11 -24 1
12 11 -24 -1
13 13 22 1
13 13 22 -1
13 13 23 1
13 13 23 -1
13 14 24 1
13 14 24 -1
14 14 23 1
14 14 23 -1
14 13 -24 1
14 13 -24 -1
15 15 22 1
15 15 22 -1
15 15 23 1
15 15 23 -1
15 16 24 1
15 16 24 -1
16 16 23 1
16 16 23 -1
16 15 -24 1
16 15 -24 -1
-1 -1 22 1
-1 -1 22 -1
-1 -1 23 1
-1 -1 23 -1
-1 -2 -24 1
-1 -2 -24 -1
-2 -2 22 1
-2 -2 22 -1
-2 -2 23 1
-2 -2 23 -1
-2 -1 24 1
-2 -1 24 -1
-3 -3 22 1
-3 -3 22 -1
-3 -3 23 1
-3 -3 23 -1
-3 -4 -24 1
-3 -4 -24 -1
-4 -4 22 1
-4 -4 22 -1
-4 -4 23 1
-4 -4 23 -1
-4 -3 24 1
-4 -3 24 -1
-5 -5 22 1
-5 -5 22 -1
-5 -5 23 1
-5 -5 23 -1
-11 -11 22 1
-11 -11 22 -1
-11 -11 23 1
-11 -11 23 -1
-11 -12 -24 1
-11 -12 -24 -1
-12 -12 23 1
-12 -12 23 -1
-12 -11 24 1
-12 -11 24 -1
-13 -13 22 1
-13 -13 22 -1
-13 -13 23 1
-13 -13 23 -1
-13 -14 -24 1
-13 -14 -24 -1
-14 -14 23 1
-14 -14 23 -1
-14 -13 24 1
-14 -13 24 -1
-15 -15 22 1
-15 -15 22 -1
-15 -15 23 1
-15 -15 23 -1
-15 -16 -24 1
-15 -16 -24 -1
-16 -16 23 1
-16 -16 23 -1
-16 -15 24 1
-16 -15 24 -1
