

Cross section per integration channel:
          P0_dxu_wpz                1   2.57692696e-05    2.2720e-07       0.8817%  
          P0_dxu_wpz                1   2.56454383e-05    2.2133e-07       0.8630%  
          P0_dxu_wpz                1   2.55928019e-05    1.7768e-07       0.6943%  
          P0_udx_wpz                1   2.58616525e-05    1.7253e-07       0.6671%  
          P0_udx_wpz                1   2.58558004e-05    1.7156e-07       0.6635%  
          P0_dxu_wpz                1   2.53444101e-05    1.7117e-07       0.6754%  
          P0_udx_wpz                1   2.55977946e-05    1.6998e-07       0.6640%  
          P0_udx_wpz                1   2.56482352e-05    1.6859e-07       0.6573%  
          P0_udx_wpz                1   2.56430291e-05    1.6834e-07       0.6565%  
          P0_udx_wpz                1   2.57504689e-05    1.6756e-07       0.6507%  
          P0_udx_wpz                1   2.57972690e-05    1.6717e-07       0.6480%  
          P0_udx_wpz                1   2.57045085e-05    1.6740e-07       0.6512%  
          P0_udx_wpz                1   2.55921493e-05    1.6688e-07       0.6521%  
          P0_dxu_wpz                1   2.56572211e-05    1.6668e-07       0.6496%  
          P0_dxu_wpz                1   2.57139638e-05    1.6674e-07       0.6485%  
          P0_udx_wpz                1   2.58682815e-05    1.6620e-07       0.6425%  
          P0_udx_wpz                1   2.56822814e-05    1.6614e-07       0.6469%  
          P0_dxu_wpz                1   2.58869657e-05    1.6512e-07       0.6379%  
          P0_dxu_wpz                1   2.54406428e-05    1.6529e-07       0.6497%  
          P0_udx_wpz                1   2.55551805e-05    1.6535e-07       0.6470%  
          P0_dxu_wpz                1   2.58745754e-05    1.6496e-07       0.6375%  
          P0_dxu_wpz                1   2.58743670e-05    1.6426e-07       0.6348%  
          P0_dxu_wpz                1   2.58493820e-05    1.6349e-07       0.6325%  
          P0_udx_wpz                1   2.59395877e-05    1.6274e-07       0.6274%  
          P0_udx_wpz                1   2.58405887e-05    1.6256e-07       0.6291%  
          P0_dxu_wpz                1   2.58764512e-05    1.6205e-07       0.6263%  
          P0_udx_wpz                1   2.55855686e-05    1.6153e-07       0.6313%  
          P0_udx_wpz                1   2.55713995e-05    1.6159e-07       0.6319%  
          P0_udx_wpz                1   2.54638728e-05    1.6139e-07       0.6338%  
          P0_dxu_wpz                1   2.59099007e-05    1.6031e-07       0.6187%  
          P0_dxu_wpz                1   2.55099780e-05    1.6051e-07       0.6292%  
          P0_dxu_wpz                1   2.58305230e-05    1.6011e-07       0.6199%  
          P0_dxu_wpz                1   2.57041874e-05    1.5972e-07       0.6214%  
          P0_udx_wpz                1   2.56106002e-05    1.5956e-07       0.6230%  
          P0_udx_wpz                1   2.56297465e-05    1.5951e-07       0.6224%  
          P0_udx_wpz                1   2.55201944e-05    1.5934e-07       0.6244%  
          P0_dxu_wpz                1   2.58176479e-05    1.5853e-07       0.6140%  
          P0_dxu_wpz                1   2.56152264e-05    1.5798e-07       0.6167%  
          P0_dxu_wpz                1   2.54256024e-05    1.5774e-07       0.6204%  
          P0_dxu_wpz                1   2.56488135e-05    1.5771e-07       0.6149%  
          P0_udx_wpz                1   2.54748173e-05    1.5756e-07       0.6185%  
          P0_dxu_wpz                1   2.54328057e-05    1.5767e-07       0.6199%  
          P0_udx_wpz                1   2.55089320e-05    1.5744e-07       0.6172%  
          P0_dxu_wpz                1   2.58795523e-05    1.5661e-07       0.6052%  
          P0_udx_wpz                1   2.57904214e-05    1.5555e-07       0.6031%  
          P0_dxu_wpz                1   2.56343688e-05    1.5542e-07       0.6063%  
          P0_udx_wpz                1   2.55564329e-05    1.5512e-07       0.6070%  
          P0_dxu_wpz                1   2.55616094e-05    1.5282e-07       0.5979%  


ABS cross section per integration channel:
          P0_dxu_wpz                1   2.77599782e-05    2.2480e-07       0.8098%  
          P0_dxu_wpz                1   2.75566179e-05    2.1898e-07       0.7946%  
          P0_dxu_wpz                1   2.75628466e-05    1.7466e-07       0.6337%  
          P0_udx_wpz                1   2.76317736e-05    1.6971e-07       0.6142%  
          P0_udx_wpz                1   2.76351441e-05    1.6871e-07       0.6105%  
          P0_dxu_wpz                1   2.71770381e-05    1.6829e-07       0.6192%  
          P0_udx_wpz                1   2.74855230e-05    1.6695e-07       0.6074%  
          P0_udx_wpz                1   2.75189141e-05    1.6556e-07       0.6016%  
          P0_udx_wpz                1   2.73657860e-05    1.6556e-07       0.6050%  
          P0_udx_wpz                1   2.74652931e-05    1.6476e-07       0.5999%  
          P0_udx_wpz                1   2.74227289e-05    1.6452e-07       0.5999%  
          P0_udx_wpz                1   2.74933593e-05    1.6448e-07       0.5983%  
          P0_udx_wpz                1   2.73847108e-05    1.6396e-07       0.5987%  
          P0_dxu_wpz                1   2.74234830e-05    1.6379e-07       0.5973%  
          P0_dxu_wpz                1   2.75956042e-05    1.6366e-07       0.5930%  
          P0_udx_wpz                1   2.75275290e-05    1.6347e-07       0.5938%  
          P0_udx_wpz                1   2.74496436e-05    1.6324e-07       0.5947%  
          P0_dxu_wpz                1   2.75051496e-05    1.6244e-07       0.5906%  
          P0_dxu_wpz                1   2.72107738e-05    1.6240e-07       0.5968%  
          P0_udx_wpz                1   2.73926849e-05    1.6232e-07       0.5926%  
          P0_dxu_wpz                1   2.75951607e-05    1.6210e-07       0.5874%  
          P0_dxu_wpz                1   2.76348145e-05    1.6132e-07       0.5837%  
          P0_dxu_wpz                1   2.76362857e-05    1.6049e-07       0.5807%  
          P0_udx_wpz                1   2.75514108e-05    1.6002e-07       0.5808%  
          P0_udx_wpz                1   2.75299346e-05    1.5971e-07       0.5801%  
          P0_dxu_wpz                1   2.75985618e-05    1.5914e-07       0.5766%  
          P0_udx_wpz                1   2.73387349e-05    1.5858e-07       0.5801%  
          P0_udx_wpz                1   2.74246610e-05    1.5847e-07       0.5778%  
          P0_udx_wpz                1   2.72308968e-05    1.5843e-07       0.5818%  
          P0_dxu_wpz                1   2.75000443e-05    1.5759e-07       0.5731%  
          P0_dxu_wpz                1   2.73193041e-05    1.5745e-07       0.5763%  
          P0_dxu_wpz                1   2.74119869e-05    1.5741e-07       0.5743%  
          P0_dxu_wpz                1   2.72695840e-05    1.5706e-07       0.5760%  
          P0_udx_wpz                1   2.73095062e-05    1.5666e-07       0.5737%  
