# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247000		300.0965613754602
0.5		0.5		1.0		-1		247000		289.41660982415766
0.5		0.5		1.0		1		247000		313.036998193843
0.5		0.5		1.0		2		247000		313.03699819452993
0.5		0.5		1.0		3		247000		302.762355165056
0.5		0.5		1.0		4		247000		326.9103178035931
0.5		1.0		1.0		-1		247000		316.07248344792083
0.5		1.0		1.0		1		247000		341.5101676627772
0.5		1.0		1.0		2		247000		341.5101676635272
0.5		1.0		1.0		3		247000		330.7411578203685
0.5		1.0		1.0		4		247000		351.8810168398078
0.5		2.0		1.0		-1		247000		345.26041029726287
0.5		2.0		1.0		1		247000		366.630319465802
0.5		2.0		1.0		2		247000		366.63031946666615
0.5		2.0		1.0		3		247000		359.9640888774298
0.5		2.0		1.0		4		247000		374.23993213270353
1.0		0.5		1.0		-1		247000		274.2207617439269
1.0		0.5		1.0		1		247000		299.3237315950289
1.0		0.5		1.0		2		247000		299.32373159495046
1.0		0.5		1.0		3		247000		285.9058254273204
1.0		0.5		1.0		4		247000		315.54542977123566
1.0		1.0		1.0		1		247000		327.20698962334757
1.0		1.0		1.0		2		247000		327.2069896233413
1.0		1.0		1.0		3		247000		313.03699819452993
1.0		1.0		1.0		4		247000		340.1792547866721
1.0		2.0		1.0		-1		247000		328.61675327518805
1.0		2.0		1.0		1		247000		351.9320312938626
1.0		2.0		1.0		2		247000		351.93203129397193
1.0		2.0		1.0		3		247000		341.5101676635272
1.0		2.0		1.0		4		247000		362.3044025320417
2.0		0.5		1.0		-1		247000		262.47340248482925
2.0		0.5		1.0		1		247000		288.5351096750514
2.0		0.5		1.0		2		247000		288.53510967442713
2.0		0.5		1.0		3		247000		272.85645916710104
2.0		0.5		1.0		4		247000		306.13371530824685
2.0		1.0		1.0		-1		247000		287.7516581145608
2.0		1.0		1.0		1		247000		315.96357744741505
2.0		1.0		1.0		2		247000		315.96357744686725
2.0		1.0		1.0		3		247000		299.32373159495046
2.0		1.0		1.0		4		247000		330.49630611553465
2.0		2.0		1.0		-1		247000		315.75812471537165
2.0		2.0		1.0		1		247000		340.3847653454614
2.0		2.0		1.0		2		247000		340.38476534502513
2.0		2.0		1.0		3		247000		327.2069896233413
2.0		2.0		1.0		4		247000		352.43406247584835
1.0		1.0		1.0		-1		247000		300.0965613754602
1.0		1.0		1.0		-1		247001		302.74328991399074
1.0		1.0		1.0		-1		247002		299.2790552257037
1.0		1.0		1.0		-1		247003		299.97056018979464
1.0		1.0		1.0		-1		247004		298.90427889524335
1.0		1.0		1.0		-1		247005		309.5725293649043
1.0		1.0		1.0		-1		247006		299.01410804276145
1.0		1.0		1.0		-1		247007		304.41973285506504
1.0		1.0		1.0		-1		247008		301.5894371386225
1.0		1.0		1.0		-1		247009		297.82267395844144
1.0		1.0		1.0		-1		247010		287.9083654887884
1.0		1.0		1.0		-1		247011		294.97223198386774
1.0		1.0		1.0		-1		247012		301.1407310389643
1.0		1.0		1.0		-1		247013		300.8599753499595
1.0		1.0		1.0		-1		247014		292.48838990470506
1.0		1.0		1.0		-1		247015		294.2852672436421
1.0		1.0		1.0		-1		247016		303.07181767321543
1.0		1.0		1.0		-1		247017		300.3788549466412
1.0		1.0		1.0		-1		247018		301.49996790392197
1.0		1.0		1.0		-1		247019		301.3869007109915
1.0		1.0		1.0		-1		247020		319.6175232982617
1.0		1.0		1.0		-1		247021		296.713870295954
1.0		1.0		1.0		-1		247022		300.55951795841264
1.0		1.0		1.0		-1		247023		295.9795835738788
1.0		1.0		1.0		-1		247024		295.676122222636
1.0		1.0		1.0		-1		247025		293.47748729932675
1.0		1.0		1.0		-1		247026		298.6904792808708
1.0		1.0		1.0		-1		247027		295.9218273027683
1.0		1.0		1.0		-1		247028		301.097486224507
1.0		1.0		1.0		-1		247029		297.51006651347467
1.0		1.0		1.0		-1		247030		300.7636084470591
1.0		1.0		1.0		-1		247031		299.7507549733442
1.0		1.0		1.0		-1		247032		303.931023003443
1.0		1.0		1.0		-1		247033		305.68193006149323
1.0		1.0		1.0		-1		247034		292.6717322962598
1.0		1.0		1.0		-1		247035		304.560328813778
1.0		1.0		1.0		-1		247036		298.77256817385717
1.0		1.0		1.0		-1		247037		297.60720118637573
1.0		1.0		1.0		-1		247038		304.66568415375247
1.0		1.0		1.0		-1		247039		311.26267436945653
1.0		1.0		1.0		-1		247040		308.30472677336843
1.0		1.0		1.0		-1		247041		294.39071430051627
1.0		1.0		1.0		-1		247042		301.37871803349964
1.0		1.0		1.0		-1		247043		307.4715273833423
1.0		1.0		1.0		-1		247044		303.2067147365001
1.0		1.0		1.0		-1		247045		304.1065498328206
1.0		1.0		1.0		-1		247046		302.4639188734761
1.0		1.0		1.0		-1		247047		297.44260347648674
1.0		1.0		1.0		-1		247048		298.78886590804905
1.0		1.0		1.0		-1		247049		300.9716824261532
1.0		1.0		1.0		-1		247050		300.42340830542594
1.0		1.0		1.0		-1		247051		306.0996307618232
1.0		1.0		1.0		-1		247052		301.6988683027734
1.0		1.0		1.0		-1		247053		291.2227942449966
1.0		1.0		1.0		-1		247054		303.3222376438672
1.0		1.0		1.0		-1		247055		301.6809583511182
1.0		1.0		1.0		-1		247056		293.589476299628
1.0		1.0		1.0		-1		247057		296.29421705435533
1.0		1.0		1.0		-1		247058		311.5224246376106
1.0		1.0		1.0		-1		247059		289.751508929869
1.0		1.0		1.0		-1		247060		300.38200865390667
1.0		1.0		1.0		-1		247061		295.27970835225227
1.0		1.0		1.0		-1		247062		296.09909625666717
1.0		1.0		1.0		-1		247063		294.30646926870565
1.0		1.0		1.0		-1		247064		294.7904671917968
1.0		1.0		1.0		-1		247065		301.4691455217984
1.0		1.0		1.0		-1		247066		300.71872609239557
1.0		1.0		1.0		-1		247067		297.87603033465126
1.0		1.0		1.0		-1		247068		292.7407428940782
1.0		1.0		1.0		-1		247069		295.97518995221753
1.0		1.0		1.0		-1		247070		302.54762057106524
1.0		1.0		1.0		-1		247071		295.51352338460737
1.0		1.0		1.0		-1		247072		305.321502061133
