# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247000		300.1265710315978
0.5		0.5		1.0		-1		247000		289.78027440995737
0.5		0.5		1.0		1		247000		312.49248252086176
0.5		0.5		1.0		2		247000		312.4924825205586
0.5		0.5		1.0		3		247000		302.6764082203414
0.5		0.5		1.0		4		247000		326.00318457870463
0.5		1.0		1.0		-1		247000		315.97704142187456
0.5		1.0		1.0		1		247000		340.70271676455786
0.5		1.0		1.0		2		247000		340.7027167645996
0.5		1.0		1.0		3		247000		330.15258370316525
0.5		1.0		1.0		4		247000		350.70646037677284
0.5		2.0		1.0		-1		247000		344.7653213272989
0.5		2.0		1.0		1		247000		365.6095595910269
0.5		2.0		1.0		2		247000		365.60955959148737
0.5		2.0		1.0		3		247000		359.1170428438381
0.5		2.0		1.0		4		247000		372.8355975210994
1.0		0.5		1.0		-1		247000		274.68455604298384
1.0		0.5		1.0		1		247000		298.7687877557614
1.0		0.5		1.0		2		247000		298.76878775534453
1.0		0.5		1.0		3		247000		285.84073693288434
1.0		0.5		1.0		4		247000		314.58730495619386
1.0		1.0		1.0		1		247000		326.3849805136416
1.0		1.0		1.0		2		247000		326.3849805135174
1.0		1.0		1.0		3		247000		312.4924825205586
1.0		1.0		1.0		4		247000		338.955057467263
1.0		2.0		1.0		-1		247000		328.2622674433287
1.0		2.0		1.0		1		247000		350.89003511262985
1.0		2.0		1.0		2		247000		350.89003511286427
1.0		2.0		1.0		3		247000		340.7027167645996
1.0		2.0		1.0		4		247000		360.8511728105092
2.0		0.5		1.0		-1		247000		262.97280144453237
2.0		0.5		1.0		1		247000		287.94964984797986
2.0		0.5		1.0		2		247000		287.9496498474315
2.0		0.5		1.0		3		247000		272.7638616550822
2.0		0.5		1.0		4		247000		305.1235243714825
2.0		1.0		1.0		-1		247000		287.83339919197357
2.0		1.0		1.0		1		247000		315.10786513068695
2.0		1.0		1.0		2		247000		315.10786513038477
2.0		1.0		1.0		3		247000		298.76878775534453
2.0		1.0		1.0		4		247000		329.2206608502177
2.0		2.0		1.0		-1		247000		315.4644577905375
2.0		2.0		1.0		1		247000		339.3040398664307
2.0		2.0		1.0		2		247000		339.30403986643495
2.0		2.0		1.0		3		247000		326.3849805135174
2.0		2.0		1.0		4		247000		350.92961004118206
1.0		1.0		1.0		-1		247000		300.1265710315978
1.0		1.0		1.0		-1		247001		302.76740144934695
1.0		1.0		1.0		-1		247002		299.3016294986631
1.0		1.0		1.0		-1		247003		299.79802604469666
1.0		1.0		1.0		-1		247004		298.4585456033892
1.0		1.0		1.0		-1		247005		308.55124187901527
1.0		1.0		1.0		-1		247006		298.8601474655317
1.0		1.0		1.0		-1		247007		304.1265106527377
1.0		1.0		1.0		-1		247008		301.99955692400357
1.0		1.0		1.0		-1		247009		298.03323686707256
1.0		1.0		1.0		-1		247010		289.39930271527874
1.0		1.0		1.0		-1		247011		295.60332598925976
1.0		1.0		1.0		-1		247012		301.0709188787008
1.0		1.0		1.0		-1		247013		300.7990527426622
1.0		1.0		1.0		-1		247014		293.2015371004552
1.0		1.0		1.0		-1		247015		294.4026776646061
1.0		1.0		1.0		-1		247016		302.82300014711
1.0		1.0		1.0		-1		247017		300.31625873375674
1.0		1.0		1.0		-1		247018		302.0480105690769
1.0		1.0		1.0		-1		247019		301.4039203116239
1.0		1.0		1.0		-1		247020		317.4187175236514
1.0		1.0		1.0		-1		247021		297.04383683794754
1.0		1.0		1.0		-1		247022		300.81491842260175
1.0		1.0		1.0		-1		247023		296.0563185445014
1.0		1.0		1.0		-1		247024		296.1466787327134
1.0		1.0		1.0		-1		247025		294.8068970114558
1.0		1.0		1.0		-1		247026		298.24108652591076
1.0		1.0		1.0		-1		247027		295.723227098842
1.0		1.0		1.0		-1		247028		300.93642713497604
1.0		1.0		1.0		-1		247029		297.57276958338485
1.0		1.0		1.0		-1		247030		300.67457844427054
1.0		1.0		1.0		-1		247031		300.2501972795592
1.0		1.0		1.0		-1		247032		303.68442705246315
1.0		1.0		1.0		-1		247033		305.0194062086045
1.0		1.0		1.0		-1		247034		293.59822313769763
1.0		1.0		1.0		-1		247035		304.0895232309305
1.0		1.0		1.0		-1		247036		299.51438897445564
1.0		1.0		1.0		-1		247037		297.5492839007715
1.0		1.0		1.0		-1		247038		304.1162727388663
1.0		1.0		1.0		-1		247039		310.24630450834934
1.0		1.0		1.0		-1		247040		307.290347811586
1.0		1.0		1.0		-1		247041		295.76068077974
1.0		1.0		1.0		-1		247042		301.3637751306982
1.0		1.0		1.0		-1		247043		307.1973201769319
1.0		1.0		1.0		-1		247044		302.76219896029227
1.0		1.0		1.0		-1		247045		304.0990013216431
1.0		1.0		1.0		-1		247046		301.14152196911823
1.0		1.0		1.0		-1		247047		297.9264037521754
1.0		1.0		1.0		-1		247048		298.88141254014215
1.0		1.0		1.0		-1		247049		300.847010220658
1.0		1.0		1.0		-1		247050		300.7495520317589
1.0		1.0		1.0		-1		247051		305.4697037342968
1.0		1.0		1.0		-1		247052		301.24443918779093
1.0		1.0		1.0		-1		247053		292.26319045030476
1.0		1.0		1.0		-1		247054		303.2901610760237
1.0		1.0		1.0		-1		247055		300.6954324929749
1.0		1.0		1.0		-1		247056		293.8474632376819
1.0		1.0		1.0		-1		247057		297.0580085271231
1.0		1.0		1.0		-1		247058		310.6532200434258
1.0		1.0		1.0		-1		247059		290.3877179496676
1.0		1.0		1.0		-1		247060		300.3821707087648
1.0		1.0		1.0		-1		247061		296.0505576393074
1.0		1.0		1.0		-1		247062		296.5197873363455
1.0		1.0		1.0		-1		247063		294.691802047427
1.0		1.0		1.0		-1		247064		295.49525689717115
1.0		1.0		1.0		-1		247065		301.2550998057668
1.0		1.0		1.0		-1		247066		300.80340172808917
1.0		1.0		1.0		-1		247067		298.28178114783134
1.0		1.0		1.0		-1		247068		293.9577617812485
1.0		1.0		1.0		-1		247069		296.3431947724295
1.0		1.0		1.0		-1		247070		302.2913099500225
1.0		1.0		1.0		-1		247071		296.01676786270804
1.0		1.0		1.0		-1		247072		304.85794464431126
1.0		1.0		1.0		-1		247073		304.6411447254283
1.0		1.0		1.0		-1		247074		295.4044921532837
1.0		1.0		1.0		-1		247075		303.9637283706947
1.0		1.0		1.0		-1		247076		294.73543166105463
1.0		1.0		1.0		-1		247077		301.2219875635054
1.0		1.0		1.0		-1		247078		304.15626393337163
1.0		1.0		1.0		-1		247079		305.851565976921
1.0		1.0		1.0		-1		247080		297.06447569666057
1.0		1.0		1.0		-1		247081		304.57568130616295
1.0		1.0		1.0		-1		247082		304.0373918257038
1.0		1.0		1.0		-1		247083		295.65834928042455
1.0		1.0		1.0		-1		247084		307.06799017199035
1.0		1.0		1.0		-1		247085		308.3606428577913
1.0		1.0		1.0		-1		247086		308.4792051093018
1.0		1.0		1.0		-1		247087		301.3442652153466
1.0		1.0		1.0		-1		247088		299.4538926200175
1.0		1.0		1.0		-1		247089		297.43242330073355
1.0		1.0		1.0		-1		247090		299.47511572844627
1.0		1.0		1.0		-1		247091		291.1423215840894
1.0		1.0		1.0		-1		247092		292.4115249231716
1.0		1.0		1.0		-1		247093		292.2708192630319
1.0		1.0		1.0		-1		247094		300.11649661181235
1.0		1.0		1.0		-1		247095		305.02622027769894
1.0		1.0		1.0		-1		247096		300.0374494841813
1.0		1.0		1.0		-1		247097		309.19999862415744
1.0		1.0		1.0		-1		247098		299.68766875306824
1.0		1.0		1.0		-1		247099		301.8016448787282
1.0		1.0		1.0		-1		247100		302.52987948724723

#***************************************************************************
#
# original cross-section: 300.1265710315978
#     scale variation: +14.9% -12.4%
#     central scheme variation: +12.9% - 0%
# PDF variation: +1.63% -1.63%
#
# dynamical scheme # 1 : 326.385 +12% -11.8% # \sum ET
# dynamical scheme # 2 : 326.385 +12% -11.8% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 312.492 +14.9% -12.7% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 338.955 +10% -9.98% # \sqrt{\hat s}
#***************************************************************************
